City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
246,Dunedin,NZ,2020-06-30 19:12:06,-45.87,170.5,42.01,88,100,1.99
247,Kavieng,PG,2020-06-30 19:11:46,-2.57,150.8,81.64,78,28,10.11
248,Chokurdakh,RU,2020-06-30 19:11:47,70.63,147.92,45.84,53,0,7.81
249,Sun Valley,US,2020-06-30 19:16:32,39.6,-119.78,77.0,15,1,12.75
250,Pisco,PE,2020-06-30 19:11:38,-13.7,-76.22,66.99,79,79,15.01
251,Tautira,PF,2020-06-30 19:16:32,-17.73,-149.15,80.6,57,20,4.7
252,Jinchang,CN,2020-06-30 19:16:33,38.5,102.17,70.57,40,90,5.35
253,Tutoia,BR,2020-06-30 19:16:33,-2.76,-42.27,81.95,74,58,7.05
254,Korem,ET,2020-06-30 19:16:33,12.51,39.52,64.72,50,68,5.55
255,Erenhot,CN,2020-06-30 19:12:14,43.65,111.98,70.57,43,9,5.01
256,Bathsheba,BB,2020-06-30 19:12:07,13.22,-59.52,87.8,66,20,20.8
257,North Bend,US,2020-06-30 19:16:33,43.41,-124.22,62.01,93,90,14.99
258,Great Bend,US,2020-06-30 19:15:58,38.36,-98.76,100.0,44,0,7.0
259,Cotonou,BJ,2020-06-30 19:16:33,6.37,2.42,78.8,88,40,9.17
260,Mount Gambier,AU,2020-06-30 19:11:38,-37.83,140.77,42.8,81,0,11.41
261,Benguela,AO,2020-06-30 19:16:34,-12.58,13.41,68.77,86,0,4.59
262,Honiara,SB,2020-06-30 19:16:34,-9.43,159.95,73.4,94,20,3.36
263,Harper,LR,2020-06-30 19:12:02,4.38,-7.72,76.71,81,97,9.42
264,Sitka,US,2020-06-30 19:11:55,57.05,-135.33,55.4,76,75,6.93
265,Hirara,JP,2020-06-30 19:16:34,24.8,125.28,84.06,85,100,20.42
266,Yurginskoye,RU,2020-06-30 19:16:34,56.82,67.39,48.9,92,78,3.15
267,Xiongzhou,CN,2020-06-30 19:16:34,25.12,114.3,78.1,82,100,1.92
268,Byron Bay,AU,2020-06-30 19:07:18,-28.65,153.62,51.01,100,62,6.13
269,Upernavik,GL,2020-06-30 19:11:50,72.79,-56.15,40.12,74,84,11.21
270,Qaanaaq,GL,2020-06-30 19:09:44,77.48,-69.36,40.75,75,77,2.75
271,Oro Valley,US,2020-06-30 19:12:47,32.39,-110.97,93.99,22,0,1.99
272,Shelburne,CA,2020-06-30 19:15:05,44.08,-80.2,82.4,42,20,6.93
273,Ketchikan,US,2020-06-30 19:16:29,55.34,-131.65,62.6,59,75,17.22
274,Botou,CN,2020-06-30 19:16:35,38.07,116.57,76.24,42,0,8.68
275,Necochea,AR,2020-06-30 19:11:47,-38.55,-58.74,48.99,82,100,14.0
276,Baghdad,IQ,2020-06-30 19:15:38,33.34,44.4,89.6,24,0,3.36
277,Zhezkazgan,KZ,2020-06-30 19:16:35,47.8,67.71,73.98,34,34,12.33
278,Itanhaem,BR,2020-06-30 19:16:35,-24.18,-46.79,84.2,39,20,10.29
279,Fort Morgan,US,2020-06-30 19:16:36,40.25,-103.8,78.8,22,40,14.99
280,Maltahohe,NA,2020-06-30 19:16:36,-24.83,16.98,54.25,36,0,9.24
281,Hervey Bay,AU,2020-06-30 19:12:09,-25.3,152.85,57.0,92,19,5.99
282,Port-Cartier,CA,2020-06-30 19:14:26,50.03,-66.87,70.0,68,40,4.7
283,Koumac,NC,2020-06-30 19:16:36,-20.57,164.28,64.36,69,0,12.24
284,Qunduz,AF,2020-06-30 19:16:36,36.73,68.86,81.1,33,15,3.98
285,Yaan,NG,2020-06-30 19:16:36,7.38,8.57,73.56,95,23,4.97
